source_id,chapter,accessed_date,publication_date,author_or_institution,title,source_type,claim_or_use,url,notes
ch17-001,17,2026-08-28,2023-06-01,European Commission,Guidelines on the applicability of Article 101 TFEU to horizontal co-operation agreements,Regulatory guidance (secondary summary),2023 Horizontal Guidelines' 'collusion by code' language on algorithmic pricing and information exchange,https://www.lexology.com/library/detail.aspx?g=cd49c630-9cf6-462b-8ef3-a149966edb08,"Effective July 1, 2023; cross-checked against Freshfields and Global Competition Review summaries."
ch17-002,17,2026-08-28,2017-03-16,Margrethe Vestager,"Algorithms and competition (Bundeskartellamt 18th Conference on Competition, Berlin)",Speech (secondary summary),Vestager's 'can't escape responsibility for collusion by hiding behind a computer program' quotation,https://competition-forum.com/pricing-algorithms-competition-law-how-to-think-optimally-the-european-competition-law-framework-for-pricing-algorithms/,Direct European Commission speech-archive access was not available in this research session; quotation cross-checked across multiple secondary legal summaries.
ch17-003,17,2026-08-28,2025-07,Global Competition Review,EU competition authorities zero in on antitrust risks of algorithmic pricing,Legal industry commentary,Linsey McCallum's July 2025 confirmation of multiple ongoing EU algorithmic-pricing inquiries,https://globalcompetitionreview.com/guide/digital-markets-guide/fifth-edition/article/eu-competition-authorities-zero-in-antitrust-risks-of-algorithmic-pricing,Also source for UK Competition and Markets Authority parallel enforcement priority.
ch17-004,17,2026-08-28,2025-07-09,General Court of the European Union,"Michelin v Commission, Case T-188/24",Judicial opinion (secondary summary),Michelin's challenge to the Commission's January 2024 AI-assisted dawn raid and the General Court's July 2025 judgment,https://www.lexology.com/library/detail.aspx?g=434927b0-f479-4b9f-afaf-d3701bfa64f2,Cross-checked against Noerr's summary of the AI-assisted earnings-call screening methodology.
ch18-001,18,2026-08-28,n.d.,Jay Ezrielev,Critique of algorithmic-collusion court reasoning,Expert commentary (secondary summary),Argument that courts crediting hub-and-spoke claims have not established a genuine punishment/enforcement mechanism,https://competition.scholasticahq.com/article/124368,Cited in a California Lawyers Association antitrust-section publication on AI and antitrust.
ch18-002,18,2026-08-28,2025-12-08,Truth on the Market,Legal Challenges to Algorithmic Pricing May Undermine Market-Process Improvements,Policy commentary,Skeptical case that aggressive algorithmic-pricing litigation risks chilling beneficial market-process innovation,https://truthonthemarket.com/2025/12/08/legal-challenges-to-algorithmic-pricing-may-undermine-market-process-improvements/,Representative of law-and-economics-oriented skepticism toward expansive hub-and-spoke liability.
ch18-003,18,2026-08-28,n.d.,Mercatus Center,"The Case for Algorithmic Pricing: Consumer Welfare, Market Efficiency, and Policy Missteps",Policy brief,Consumer-welfare defense of algorithmic pricing and critique of overbroad regulatory responses,https://www.mercatus.org/research/policy-briefs/case-algorithmic-pricing-consumer-welfare-market-efficiency-and-policy,Used as the strongest available industry-sympathetic counter-argument to the book's central thesis.
ch19-001,19,2026-08-28,1945-09-01,Friedrich A. Hayek,The Use of Knowledge in Society,"Academic journal article (American Economic Review, vol. 35, no. 4)",Central framework: prices as an information-aggregation mechanism for dispersed knowledge,https://www.econlib.org/library/Essays/hykKnw.html,Also consulted via the Online Library of Liberty's annotated edition and Santa Fe Institute reprint.
ch19-002,19,2026-08-28,1920,Arthur C. Pigou,The Economics of Welfare,Academic treatise (secondary summary),"Original taxonomy of first-, second-, and third-degree price discrimination",https://www.sciencedirect.com/science/article/abs/pii/S014829632100727X,Pigou's original taxonomy accessed via secondary academic summaries rather than the primary 1920 text directly.
ch19-003,19,2026-08-28,2011,American Economic Review,Top 20 Articles list (100th-anniversary retrospective),Journal retrospective (secondary summary),Hayek's 1945 essay's selection as one of the AER's top 20 articles in its first century,https://www.aeaweb.org/,General reference confirming the essay's canonical status; consulted via secondary summaries of the retrospective.
ch20-001,20,2026-08-28,2026,OpenAI,Buy it in ChatGPT: Instant Checkout and the Agentic Commerce Protocol,Company announcement,OpenAI's 2025 Instant Checkout launch and its Agentic Commerce Protocol design,https://openai.com/index/buy-it-in-chatgpt/,Retirement and Walmart conversion figures drawn from the Hypotenuse AI and Digital Applied retrospectives (2026).
ch20-002,20,2026-08-28,2026,Hypotenuse AI,ChatGPT Instant Checkout: What Happened to It in 2026,Industry retrospective,"March 2026 retirement of Instant Checkout, thirty live merchants, and Walmart's conversion-rate comparison",https://www.hypotenuse.ai/blog/chatgpts-instant-checkout-the-next-phase-of-agentic-commerce,Cross-checked against Digital Applied's 'Why AI Checkout Stalled' analysis.
ch20-003,20,2026-08-28,2026,Opascope,AI Shopping Assistant Guide 2026: Agentic Commerce Protocols,Industry analysis,"$3-5 trillion McKinsey agentic-commerce projection by 2030, and Google/Shopify's Universal Commerce Protocol",https://opascope.com/insights/ai-shopping-assistant-guide-2026-agentic-commerce-protocols/,Figure reported secondhand across multiple 2026 agentic-commerce industry guides; not independently verified against a primary McKinsey publication.
ch20-004,20,2026-08-28,2026-06,DLA Piper,"Old Crime, New Code: DOJ puts algorithmic collusion in the crosshairs",Law-firm client alert,"Daniel Glad's May 2026 'Old Crime, New Code' remarks and the 'knowing use of an algorithm' formulation",https://www.dlapiper.com/en-us/insights/publications/2026/06/doj-antitrust-division-puts-focus-on-algorithmic-collusion,Cross-checked against Arnold & Porter's Q1 2026 antitrust-agency insights summary and Gail Slater's August 2025 remarks.
ch20-005,20,2026-08-28,2026-07,Goodwin,Antitrust & Competition Technology 1H 2026 Update,Law-firm client alert,February 2026 joint FTC/DOJ inquiry to update 2000-era competitor-collaboration guidance for the AI era,https://www.goodwinlaw.com/en/insights/publications/2026/07/insights-technology-antc-antitrust-competition-technology-1h-2026,Used for the chapter's account of the agencies' anticipatory posture toward foundation-model-based pricing coordination.
